81 1.96516487e+03 1.10009660e+03 1.82564277e+04 1.47189122e-05
82 2.15676601e+03 1.10036222e+03 8.24479394e+04 5.51955715e-05
83 2.36704804e+03 1.10067643e+03 1.85432661e+05 1.03082738e-04
84 2.59783230e+03 1.10092139e+03 3.04198665e+05 1.40419913e-04
85 2.85111774e+03 1.10105281e+03 4.18641099e+05 1.60452330e-04
86 3.12909820e+03 1.10102950e+03 4.93102752e+05 1.56899301e-04
87 3.43418141e+03 1.10082543e+03 4.76266714e+05 1.25793456e-04
88 3.76900986e+03 1.10044306e+03 3.07942211e+05 6.75142961e-05
